emotion	explanation	target_group	event	exklärung	German	AffectCategory
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine Spinne sehe, weil ich Angst vor Insekten habe und ich denken würde, dass sie mich angreifen könnte.	hispanische person	Ich fühlte ..., als ich zuletzt eine größere Spinne gesehen habe.		erschrecken	surprise
erschrecken	Ich würde Erschrecken empfinden, wenn ich eine Spinne sehe, weil ich Angst vor Insekten habe und ich denken würde, dass sie mich angreifen könnte.	hispanische person	Ich fühlte ..., als ich zuletzt eine größere Spinne gesehen habe.		erschrecken	surprise
ira	Ich würde Ira empfinden, weil ich mich persönlich angegriffen fühle und mich nicht fair behandelt fühle.	hispanische person	Ich fühlte ..., als ich erfuhr das wegen meinem Versagen uns allen in der Arbeit ein freier Tag gestrichen wurde.			Cannot map the emotion
tristeza	Ich würde Tristeza empfinden, wenn ich sah, wie viele Tier- und Pflanzenarten verschwinden, weil ich mich mit der Natur verbunden fühle und es mich traurig macht, wenn ich sehe, dass wir unsere Erde so zerstören.	hispanische person	Ich fühlte ..., als ich hörte, wie viele Tier- und Pflanzenarten jeden Tag von diesem Planeten für immer verschwinden.			Cannot map the emotion
amor	Ich fühle Liebe, wenn ich mit meinen kleinen Kindern rumtobe, weil ich sie so sehr liebe und es mir wichtig ist, sie zu sehen und zu erleben, wie sie wachsen und sich entwickeln.	hispanische person	Ich fühle ..., wenn ich mit meinen kleinen Kindern rumtobe			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich in der Straßenbahn angerempelt wurde, weil ich mich beleidigt und verletzt fühlen würde, dass jemand so unhöflich und unachtsam ist.	hispanische person	Ich fühle ..., wenn ich in der Straßenbahn angerempelt wurde.			Cannot map the emotion
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	anger
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	anticipation
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	fear
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	fear
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	sadness
angst	Ich würde Angst empfinden, wenn ich mich vor dem Alter und der Unwissenheit über meine Zukunft fürchte, was mich in Unsicherheit und Verunsicherung stürzt.	hispanische person	Ich fühle ..., dass ich noch fast überhaupt nicht für meine Rente vorgesorgt habe.		angst	surprise
pride	Mein Sohn bringt ein Zeugnis von der Schule nach Hause, das bedeutet, dass er sich bemüht und Erfolge erzielt hat. Ich würde Stolz empfinden, weil ich mich um ihn gekümmert habe und seine Entwicklung unterstützt habe.	hispanische person	Ich fühlte ..., als mein Sohn einen Eintrag aus der Schule mit nach Hause gebracht hat			Cannot map the emotion
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan ignoriert hätte, weil ich mich schäme, meine Ziele nicht erreicht zu haben und ich mich für meine Schwäche schäme.	hispanische person	Ich fühlte ..., als ich mal wieder den Diätplan ignoriert hatte		verlegenheit	fear
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan ignoriert hätte, weil ich mich schäme, meine Ziele nicht erreicht zu haben und ich mich für meine Schwäche schäme.	hispanische person	Ich fühlte ..., als ich mal wieder den Diätplan ignoriert hatte		verlegenheit	sadness
verlegenheit	Ich würde Verlegenheit empfinden, wenn ich den Diätplan ignoriert hätte, weil ich mich schäme, meine Ziele nicht erreicht zu haben und ich mich für meine Schwäche schäme.	hispanische person	Ich fühlte ..., als ich mal wieder den Diätplan ignoriert hatte		verlegenheit	surprise
alivio	Mein Vater ist mir sehr wichtig, und ich bin erleichtert, dass er wieder besser geht. Es ist ein großes Relief, dass er sich erholt und ich kann ihn wieder sehen und sprechen.	hispanische person	Ich fühlte ..., als ich erfahren habe, dass es meinem Vater wieder besser geht			Cannot map the emotion
erschrecken	Die plötzliche und unerwartete Bewegung der Spinne würde mich erschrecken, weil ich Angst vor Insekten habe und ich nicht auf sie vorbereitet bin.	hispanische person	Ich fühlte ..., als die Spinne sich vor meiner Nase abseilte		erschrecken	fear
erschrecken	Die plötzliche und unerwartete Bewegung der Spinne würde mich erschrecken, weil ich Angst vor Insekten habe und ich nicht auf sie vorbereitet bin.	hispanische person	Ich fühlte ..., als die Spinne sich vor meiner Nase abseilte		erschrecken	fear
erschrecken	Die plötzliche und unerwartete Bewegung der Spinne würde mich erschrecken, weil ich Angst vor Insekten habe und ich nicht auf sie vorbereitet bin.	hispanische person	Ich fühlte ..., als die Spinne sich vor meiner Nase abseilte		erschrecken	sadness
erschrecken	Die plötzliche und unerwartete Bewegung der Spinne würde mich erschrecken, weil ich Angst vor Insekten habe und ich nicht auf sie vorbereitet bin.	hispanische person	Ich fühlte ..., als die Spinne sich vor meiner Nase abseilte		erschrecken	surprise
erschrecken	Die plötzliche und unerwartete Bewegung der Spinne würde mich erschrecken, weil ich Angst vor Insekten habe und ich nicht auf sie vorbereitet bin.	hispanische person	Ich fühlte ..., als die Spinne sich vor meiner Nase abseilte		erschrecken	surprise
indignación	Ich würde Indignación empfinden, wenn meine Erwartungen und Anstrengungen nicht gewürdigt werden und ich mich ungerecht behandelt fühle.	hispanische person	Ich fühlte ..., als mir die versprochene Gehaltserhöhung nicht genehmigt wurde.			Cannot map the emotion
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft, weil ich mich schäme, dass ich mich so auffällig gezeigt habe und ich befürchte, dass andere mich beobachten und mich für ungeschickt halten.	hispanische person	Ich fühle ..., wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft, weil ich mich schäme, dass ich mich so auffällig gezeigt habe und ich befürchte, dass andere mich beobachten und mich für ungeschickt halten.	hispanische person	Ich fühle ..., wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft, weil ich mich schäme, dass ich mich so auffällig gezeigt habe und ich befürchte, dass andere mich beobachten und mich für ungeschickt halten.	hispanische person	Ich fühle ..., wenn ich in der Öffentlichkeit niesen muss und dabei mir Rotze aus der Nase läuft		verlegenheit	surprise
ergreiffenheit	Die Marmelade ist ein wichtiger Teil meiner täglichen Mahlzeiten, und wenn sie verschimmelt ist, fühle ich mich betrogen und enttäuscht.	hispanische person	Ich fühlte ..., als ich sah, dass die Marmelade im Glas verschimmelt war.			Cannot map the emotion
inquietud	Ich würde Inquietud empfinden, wenn ich an die Zukunft meines Landes denke, weil ich mich Sorgen mache um die Zukunft meiner Familie und Freunde und um die Stabilität des Landes.	hispanische person	Ich fühlte ..., als ich an die Zukunft das Landes dachte			Cannot map the emotion
ira	Ich würde Ira empfinden, wenn ich ein teures Glas vom Tisch fallen lasse, weil ich mich schäme und mich für meine Unachtsamkeit verantwortlich fühle.	hispanische person	Ich fühlte ..., als mir ein teures Glas vom Tisch gefallen ist.			Cannot map the emotion
impotencia	Der Telefonterror würde mich machtlos und hilflos machen, als wenn ich gegen eine unsichtbare Mauer ankäme.	hispanische person	Ich fühlte ..., als der Telefonterror kein Ende nahm			Cannot map the emotion
erschrecken	Ich würde Erschrecken empfinden, weil ich noch nie bei einer Operation zugesehen habe und das Blut mich schockiert.	hispanische person	Ich fühlte ..., weil ich noch nie bei einer Operation zugesehen hatte und überall Blut war		erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, weil ich noch nie bei einer Operation zugesehen habe und das Blut mich schockiert.	hispanische person	Ich fühlte ..., weil ich noch nie bei einer Operation zugesehen hatte und überall Blut war		erschrecken	fear
erschrecken	Ich würde Erschrecken empfinden, weil ich noch nie bei einer Operation zugesehen habe und das Blut mich schockiert.	hispanische person	Ich fühlte ..., weil ich noch nie bei einer Operation zugesehen hatte und überall Blut war		erschrecken	sadness
erschrecken	Ich würde Erschrecken empfinden, weil ich noch nie bei einer Operation zugesehen habe und das Blut mich schockiert.	hispanische person	Ich fühlte ..., weil ich noch nie bei einer Operation zugesehen hatte und überall Blut war		erschrecken	surprise
erschrecken	Ich würde Erschrecken empfinden, weil ich noch nie bei einer Operation zugesehen habe und das Blut mich schockiert.	hispanische person	Ich fühlte ..., weil ich noch nie bei einer Operation zugesehen hatte und überall Blut war		erschrecken	surprise
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in Gedanken versunken in die Damentoilette platzte, weil ich mich schäme, dass ich so abgelenkt war und mich nicht auf meine Umgebung konzentriert habe.	hispanische person	Ich fühlte ..., als ich in Gedanken versunken in die Damentoilette platzte.		verlegenheit	fear
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in Gedanken versunken in die Damentoilette platzte, weil ich mich schäme, dass ich so abgelenkt war und mich nicht auf meine Umgebung konzentriert habe.	hispanische person	Ich fühlte ..., als ich in Gedanken versunken in die Damentoilette platzte.		verlegenheit	sadness
verlegenheit	Ich würde mich verlegen fühlen, wenn ich in Gedanken versunken in die Damentoilette platzte, weil ich mich schäme, dass ich so abgelenkt war und mich nicht auf meine Umgebung konzentriert habe.	hispanische person	Ich fühlte ..., als ich in Gedanken versunken in die Damentoilette platzte.		verlegenheit	surprise
nostalgia	Ich würde Nostalgia empfinden, wenn ich einen Bericht über San Francisco im Internet gesehen hätte, weil ich mich an meine eigenen Erinnerungen an die Stadt erinnert fühlen würde, an die Zeit, die ich dort verbracht habe und die Menschen, die ich getroffen habe.	hispanische person	Ich fühlte ..., als ich einen Bericht über San Francisco im Internet gesehen hatte			Cannot map the emotion
verlegenheit	Als ich mich zum ersten Mal vor einer Ärztin ausziehen musste, fühlte ich mich verlegen, weil ich mich unbehaglich und nackt vor einem Fremden fühlte, was meine Privatsphäre und Intimität verletzte.	hispanische person	Ich fühlte ..., als ich mich das erste Mal bei einem Arztbesuch komplett vor einer Ärztin ausziehen musste.		verlegenheit	fear
verlegenheit	Als ich mich zum ersten Mal vor einer Ärztin ausziehen musste, fühlte ich mich verlegen, weil ich mich unbehaglich und nackt vor einem Fremden fühlte, was meine Privatsphäre und Intimität verletzte.	hispanische person	Ich fühlte ..., als ich mich das erste Mal bei einem Arztbesuch komplett vor einer Ärztin ausziehen musste.		verlegenheit	sadness
verlegenheit	Als ich mich zum ersten Mal vor einer Ärztin ausziehen musste, fühlte ich mich verlegen, weil ich mich unbehaglich und nackt vor einem Fremden fühlte, was meine Privatsphäre und Intimität verletzte.	hispanische person	Ich fühlte ..., als ich mich das erste Mal bei einem Arztbesuch komplett vor einer Ärztin ausziehen musste.		verlegenheit	surprise
desesperación	La desesperación es un sentimiento común cuando se pierde una ventaja importante, como una liderazgo de 3 a 1, y se siente que todo se va a perder.	hispanische person	Ich fühlte ..., als mein Verein eine 3 zu 1 Führung verspielte			Cannot map the emotion
alegría	Ich würde Freude empfinden, wenn ich einen langen nicht mehr gesehenen Freund zufällig traf, weil ich mich freue, ihn wiederzusehen und unsere Freundschaft zu stärken.	hispanische person	Ich fühlte ..., als ich einen lange nicht mehr gesehenen Freund zufällig traf.			Cannot map the emotion
pánico	La noticia de que la avión debe hacer un aterrizaje forzoso es muy alarmante y puede generar un sentimiento de miedo y ansiedad por la seguridad personal.	hispanische person	Ich fühlte ..., als beim letzten Flug in den Urlaub die Maschine notlanden musste.			Cannot map the emotion
tristeza	La muerte de un ser vivo, como una gata, es un evento trágico que me hace sentir tristeza y compasión.	hispanische person	Ich fühlte ..., als eine Katze von mir vor unserem Haus überfahren wurde.			Cannot map the emotion
remordimiento	Ich würde Remordimiento empfinden, weil ich mich schuldig fühle, meinen kranken Vater öfters allein gelassen zu haben und ich mich wünsche, ich hätte mehr für ihn tun können.	hispanische person	Ich fühlte ..., weil ich meinen kranken Vater öfters allein gelassen habe.			Cannot map the emotion
